Matricola,Esame
759468,Intelligenza Artificiale
759468,Filosofia della Scienza
154603,Farmacia
276918,Diritto Pubblico
276918,Genetica
276918,Biochimica
276918,Informatica
276918,Sociologia del Lavoro
496135,Scienze dei Materiali
496135,Ingegneria Biomedica
764595,Informatica
764595,Architettura
764595,Intelligenza Artificiale
764595,Fisiologia
764595,Scienze Naturali
764595,Chimica
764595,Ingegneria Biomedica
764595,Psicopatologia
764595,Sociologia
764595,Economia Aziendale
764595,Statistica
764595,Statistica Sociale
764595,Scienze dei Materiali
127238,Ingegneria Elettronica
127238,Statistica
127238,Lingue Straniere
127238,Chimica
127238,Biologia
127238,Geografia Economica
127238,Ingegneria Informatica
127238,Odontoiatria
127238,Economia Aziendale
127238,Scienze della Formazione
127238,Scienze della Comunicazione
127238,Scienze Geografiche
127238,Lettere e Filosofia
127238,Scienza Politica
127238,Programmazione Logica
127238,Scienze Politiche
150589,Economia
745027,Ingegneria Biomedica
745027,Economia dell'Ambiente
745027,Machine Learning
745027,Statistica Sociale
745027,Fisica
745027,Scienze Politiche
745027,Fisiologia
745027,Calcolo Numerico
745027,Immunologia
745027,Odontoiatria
706632,Statistica Sociale
706632,Scienze Biologiche
706632,Scienze della Formazione
706632,Architettura
706632,Sociologia del Lavoro
706632,Fisiologia
706632,Diritto Privato
706632,Scienze Ambientali
706632,Diritto Pubblico
706632,Astrofisica
706632,Farmacia
706632,Ingegneria Civile
706632,Scienze Naturali
706632,Storia dell’Arte
706632,Fisica
706632,Scienze alimentari
333525,Psicopatologia
333525,Lettere e Filosofia
333525,Scienze Geografiche
333525,Epidemiologia
333525,Statistica Sociale
333525,Statistica
333525,Chimica
333525,Scienze Politiche
333525,Scienze Naturali
333525,Diritto Privato
333525,Scienza Politica
333525,Immunologia
333525,Calcolo Numerico
333525,Architettura
333525,Geografia Economica
333525,Astrofisica
333525,Psicologia del Lavoro
613272,Ingegneria Civile
613272,Scienze Veterinarie
613272,Bioinformatica
613272,Scienze Ambientali
613272,Diritto Pubblico
613272,Epidemiologia
613272,Scienze della Comunicazione
613272,Diritto Internazionale
457020,Intelligenza Artificiale
457020,Immunologia
457020,Marketing
457020,Scienze alimentari
998665,Ingegneria Meccanica
998665,Scienze dei Materiali
998665,Immunologia
998665,Programmazione Logica
998665,Odontoiatria
998665,Ingegneria Biomedica
998665,Scienze Politiche
998665,Biochimica
998665,Scienze Geografiche
998665,Ingegneria Elettronica
998665,Statistica
998665,Bioinformatica
998665,Scienze Biologiche
998665,Fisiologia
998665,Sociologia
998665,Informatica
998665,Diritto Privato
998665,Scienze della Formazione
597973,Intelligenza Artificiale
597973,Ingegneria Informatica
597973,Astrofisica
597973,Scienza Politica
597973,Diritto Privato
597973,Economia Aziendale
597973,Diritto Pubblico
597973,Informatica Teorica
597973,Ingegneria Biomedica
597973,Sociologia del Lavoro
597973,Medicina
597973,Filosofia della Scienza
597973,Psicologia del Lavoro
597973,Sociologia
829134,Calcolo Numerico
829134,Astrofisica
279784,Scienze dei Materiali
279784,Psicologia del Lavoro
279784,Programmazione Logica
279784,Sociologia
279784,Ingegneria Elettronica
279784,Ingegneria Civile
279784,Economia Aziendale
117941,Statistica Sociale
117941,Intelligenza Artificiale
117941,Scienze Ambientali
117941,Scienze Politiche
117941,Biologia
117941,Scienze della Formazione
117941,Economia Aziendale
117941,Programmazione Logica
300718,Economia dell'Ambiente
300718,Scienze Politiche
300718,Neuroscienze
300718,Calcolo Numerico
300718,Scienze della Formazione
300718,Scienze della Comunicazione
300718,Ingegneria Civile
300718,Psicopatologia
300718,Bioinformatica
300718,Marketing
300718,Economia
104701,Sociologia
104701,Programmazione Logica
104701,Farmacologia
104701,Scienze Geografiche
990786,Diritto Internazionale
990786,Astrofisica
990786,Genetica
990786,Statistica Sociale
990786,Farmacia
990786,Scienze della Comunicazione
990786,Bioinformatica
990786,Psicologia
332198,Scienze Veterinarie
332198,Chimica
332198,Sociologia
332198,Farmacologia
332198,Scienze Ambientali
332198,Medicina
332198,Epidemiologia
332198,Ingegneria Civile
332198,Scienze Geografiche
332198,Psicologia del Lavoro
403706,Medicina
403706,Machine Learning
403706,Immunologia
204028,Psicopatologia
204028,Farmacologia
204028,Matematica
832484,Scienza Politica
832484,Informatica
832484,Ingegneria Civile
832484,Scienze Ambientali
832484,Neuroscienze
832484,Ingegneria Informatica
832484,Diritto Pubblico
203980,Machine Learning
203980,Psicologia del Lavoro
203980,Astrofisica
203980,Chimica
203980,Sociologia
344570,Psicopatologia
344570,Biochimica
344570,Genetica
344570,Astrofisica
344570,Geologia
344570,Ingegneria Informatica
344570,Farmacia
344570,Biologia
344570,Statistica
344570,Fisica
344570,Ingegneria Elettronica
344570,Informatica Teorica
344570,Scienze alimentari
344570,Calcolo Numerico
344570,Programmazione Logica
344570,Economia
344570,Filosofia della Scienza
294877,Scienze Biologiche
294877,Scienze Politiche
294877,Fisiologia
294877,Chimica
294877,Immunologia
294877,Marketing
294877,Neuroscienze
294877,Medicina
294877,Ingegneria Informatica
294877,Lingue Straniere
294877,Sociologia del Lavoro
294877,Statistica Sociale
294877,Scienze della Comunicazione
254908,Chimica
254908,Scienze Politiche
254908,Scienze dei Materiali
254908,Farmacologia
254908,Statistica Sociale
156459,Scienze alimentari
156459,Informatica
156459,Sociologia del Lavoro
156459,Filosofia della Scienza
156459,Scienze Geografiche
156459,Scienze Biologiche
156459,Psicopatologia
156459,Machine Learning
156459,Economia Aziendale
156459,Odontoiatria
156459,Scienza Politica
156459,Diritto Privato
156459,Diritto Internazionale
156459,Farmacia
507526,Scienze Ambientali
507526,Marketing
507526,Sociologia del Lavoro
507526,Lingue Straniere
507526,Economia Aziendale
507526,Sociologia
507526,Programmazione Logica
507526,Ingegneria Meccanica
507526,Scienze Veterinarie
507526,Scienze della Formazione
507526,Ingegneria Civile
507526,Neuroscienze
507526,Economia
507526,Economia dell'Ambiente
507526,Scienza Politica
507526,Intelligenza Artificiale
507526,Psicologia
502132,Scienze Ambientali
502132,Informatica Teorica
502132,Statistica
502132,Filosofia della Scienza
502132,Sociologia del Lavoro
502132,Fisiologia
502132,Economia dell'Ambiente
502132,Neuroscienze
502132,Scienza Politica
502132,Epidemiologia
502132,Ingegneria Informatica
502132,Scienze della Formazione
824433,Informatica Teorica
824433,Farmacologia
824433,Psicologia del Lavoro
824433,Programmazione Logica
824433,Scienze Ambientali
824433,Scienze della Formazione
824433,Astrofisica
824433,Statistica
824433,Genetica
824433,Informatica
824433,Economia dell'Ambiente
824433,Ingegneria Elettronica
836434,Neuroscienze
836434,Lingue Straniere
836434,Economia Aziendale
836434,Intelligenza Artificiale
836434,Filosofia della Scienza
836434,Ingegneria Civile
836434,Programmazione Logica
836434,Marketing
836434,Scienze Politiche
836434,Farmacologia
836434,Economia
836434,Geografia Economica
836434,Geologia
836434,Scienza Politica
836434,Sociologia
836434,Ingegneria Elettronica
836434,Bioinformatica
836434,Scienze alimentari
782198,Scienze della Formazione
782198,Scienze Geografiche
782198,Programmazione Logica
782198,Farmacia
849657,Fisica
849657,Psicologia
849657,Scienze Politiche
849657,Odontoiatria
849657,Architettura
849657,Geologia
849657,Ingegneria Biomedica
149930,Diritto Privato
149930,Programmazione Logica
149930,Diritto Pubblico
149930,Odontoiatria
149930,Ingegneria Elettronica
149930,Matematica
149930,Scienze Biologiche
149930,Marketing
149930,Sociologia del Lavoro
149930,Fisica
149930,Farmacologia
107273,Scienze alimentari
107273,Diritto Privato
120012,Scienze della Comunicazione
120012,Medicina
120012,Scienze Veterinarie
120012,Astrofisica
120012,Chimica
120012,Genetica
120012,Calcolo Numerico
120012,Geografia Economica
120012,Bioinformatica
120012,Sociologia
120012,Machine Learning
120012,Ingegneria Elettronica
120012,Informatica
120012,Fisica
120012,Scienze dei Materiali
120012,Matematica
120012,Lettere e Filosofia
851778,Informatica Teorica
851778,Economia Aziendale
851778,Ingegneria Meccanica
851778,Geologia
757598,Informatica
757598,Storia dell’Arte
757598,Fisiologia
757598,Ingegneria Informatica
757598,Psicologia
757598,Psicologia del Lavoro
757598,Informatica Teorica
757598,Astrofisica
757598,Economia Aziendale
757598,Ingegneria Elettronica
757598,Scienze Naturali
841690,Scienze Veterinarie
841690,Fisiologia
841690,Geologia
841690,Immunologia
841690,Ingegneria Biomedica
841690,Sociologia
841690,Scienze Politiche
841690,Biologia
800469,Sociologia
800469,Informatica Teorica
800469,Scienze Ambientali
800469,Scienze Politiche
800469,Psicopatologia
800469,Scienze Geografiche
800469,Diritto Internazionale
800469,Statistica Sociale
800469,Ingegneria Meccanica
800469,Geologia
800469,Chimica
800469,Psicologia
800469,Filosofia della Scienza
800469,Ingegneria Informatica
800469,Scienze Biologiche
783530,Ingegneria Civile
783530,Lingue Straniere
299311,Statistica Sociale
299311,Fisiologia
299311,Scienze della Comunicazione
263681,Biologia
263681,Lettere e Filosofia
263681,Epidemiologia
263681,Ingegneria Informatica
263681,Economia dell'Ambiente
263681,Diritto Internazionale
263681,Marketing
263681,Scienze alimentari
263681,Architettura
263681,Farmacia
263681,Scienze Naturali
263681,Diritto Pubblico
263681,Ingegneria Biomedica
263681,Medicina
263681,Scienze Politiche
263681,Storia dell’Arte
263681,Fisiologia
385404,Ingegneria Meccanica
385404,Scienza Politica
385404,Informatica Teorica
385404,Machine Learning
385404,Informatica
385404,Odontoiatria
385404,Sociologia del Lavoro
385404,Calcolo Numerico
385404,Geografia Economica
385404,Storia dell’Arte
385404,Biochimica
385404,Bioinformatica
385404,Marketing
249499,Immunologia
249499,Scienze dei Materiali
249499,Matematica
249499,Genetica
249499,Statistica Sociale
249499,Ingegneria Biomedica
249499,Biologia
249499,Statistica
249499,Psicopatologia
249499,Intelligenza Artificiale
249499,Epidemiologia
249499,Diritto Internazionale
249499,Ingegneria Civile
249499,Geografia Economica
249499,Ingegneria Elettronica
433520,Ingegneria Meccanica
433520,Scienze Veterinarie
433520,Storia dell’Arte
433520,Scienze Geografiche
433520,Informatica Teorica
433520,Fisica
433520,Scienza Politica
433520,Odontoiatria
433520,Lingue Straniere
433520,Lettere e Filosofia
433520,Informatica
131533,Neuroscienze
304403,Programmazione Logica
304403,Sociologia del Lavoro
304403,Calcolo Numerico
304403,Biologia
304403,Genetica
304403,Economia Aziendale
304403,Farmacia
304403,Chimica
304403,Ingegneria Elettronica
304403,Marketing
304403,Statistica Sociale
928366,Medicina
928366,Scienze Veterinarie
928366,Ingegneria Civile
928366,Economia dell'Ambiente
928366,Psicopatologia
928366,Scienze Politiche
928366,Ingegneria Elettronica
928366,Farmacia
928366,Marketing
928366,Scienza Politica
928366,Genetica
928366,Diritto Pubblico
928366,Economia
928366,Scienze della Formazione
928366,Scienze Geografiche
928366,Ingegneria Informatica
928366,Geologia
547488,Economia Aziendale
547488,Economia dell'Ambiente
547488,Immunologia
547488,Sociologia del Lavoro
547488,Ingegneria Biomedica
547488,Informatica
547488,Geologia
547488,Scienze Ambientali
726940,Neuroscienze
726940,Psicologia
726940,Scienze Biologiche
726940,Lingue Straniere
726940,Scienze Geografiche
726940,Astrofisica
726940,Matematica
726940,Sociologia
750269,Neuroscienze
750269,Biologia
750269,Scienze Geografiche
750269,Epidemiologia
750269,Odontoiatria
750269,Marketing
750269,Fisica
750269,Economia
750269,Biochimica
750269,Ingegneria Civile
750269,Psicopatologia
750269,Scienze dei Materiali
750269,Geologia
750269,Intelligenza Artificiale
971112,Marketing
780923,Economia Aziendale
780923,Geografia Economica
780923,Diritto Pubblico
780923,Neuroscienze
780923,Immunologia
780923,Scienze Geografiche
780923,Calcolo Numerico
780923,Statistica
780923,Architettura
780923,Economia dell'Ambiente
736543,Statistica Sociale
736543,Ingegneria Elettronica
736543,Diritto Privato
749332,Psicopatologia
749332,Astrofisica
749332,Medicina
749332,Informatica
738118,Diritto Internazionale
738118,Diritto Privato
738118,Storia dell’Arte
738118,Neuroscienze
738118,Geologia
738118,Economia
738118,Geografia Economica
738118,Farmacia
738118,Ingegneria Civile
738118,Psicologia del Lavoro
329353,Scienze della Comunicazione
329353,Architettura
329353,Scienze Politiche
329353,Fisiologia
329353,Ingegneria Meccanica
329353,Psicopatologia
329353,Fisica
329353,Matematica
329353,Ingegneria Biomedica
329353,Geografia Economica
329353,Scienze Naturali
329353,Farmacologia
329353,Epidemiologia
329353,Bioinformatica
598794,Storia dell’Arte
598794,Fisica
104174,Informatica
557927,Informatica Teorica
612628,Sociologia del Lavoro
612628,Informatica Teorica
612628,Scienze dei Materiali
612628,Scienze della Comunicazione
612628,Matematica
612628,Scienze Politiche
612628,Machine Learning
612628,Farmacologia
612628,Economia dell'Ambiente
612628,Scienze Biologiche
612628,Scienze della Formazione
612628,Scienze Geografiche
612628,Statistica
612628,Epidemiologia
564786,Biochimica
564786,Fisica
564786,Farmacia
564786,Economia Aziendale
564786,Geografia Economica
564786,Informatica Teorica
564786,Informatica
564786,Calcolo Numerico
564786,Scienze Biologiche
564786,Matematica
564786,Neuroscienze
564786,Sociologia
564786,Medicina
564786,Scienze Naturali
564786,Programmazione Logica
564786,Intelligenza Artificiale
564786,Economia
966797,Diritto Privato
966797,Lettere e Filosofia
966797,Statistica Sociale
966797,Diritto Internazionale
966797,Scienze alimentari
966797,Filosofia della Scienza
966797,Architettura
966797,Storia dell’Arte
966797,Astrofisica
623237,Farmacologia
623237,Machine Learning
623237,Ingegneria Biomedica
623237,Ingegneria Civile
623237,Ingegneria Informatica
623237,Marketing
623237,Economia
623237,Economia Aziendale
623237,Genetica
623237,Calcolo Numerico
623237,Medicina
274135,Medicina
274135,Scienze Politiche
626979,Fisica
626979,Genetica
626979,Statistica Sociale
626979,Programmazione Logica
626979,Sociologia del Lavoro
626979,Diritto Internazionale
626979,Scienze della Comunicazione
626979,Neuroscienze
626979,Bioinformatica
626979,Ingegneria Informatica
626979,Epidemiologia
345774,Architettura
345774,Diritto Privato
345774,Scienza Politica
345774,Diritto Pubblico
345774,Lingue Straniere
345774,Economia dell'Ambiente
345774,Scienze dei Materiali
345774,Ingegneria Civile
345774,Epidemiologia
638789,Bioinformatica
638789,Scienze Veterinarie
638789,Scienze alimentari
638789,Epidemiologia
638789,Biochimica
638789,Genetica
515186,Marketing
515186,Scienze Ambientali
690113,Economia Aziendale
690113,Bioinformatica
690113,Ingegneria Biomedica
690113,Sociologia
395608,Epidemiologia
395608,Calcolo Numerico
395608,Astrofisica
395608,Architettura
395608,Economia Aziendale
395608,Neuroscienze
395608,Ingegneria Meccanica
395608,Storia dell’Arte
395608,Geografia Economica
197060,Sociologia
197060,Farmacologia
197060,Ingegneria Informatica
197060,Fisiologia
197060,Epidemiologia
197060,Geografia Economica
197060,Ingegneria Civile
197060,Biologia
197060,Filosofia della Scienza
197060,Lettere e Filosofia
197060,Diritto Pubblico
800351,Marketing
800351,Scienze Biologiche
800351,Economia Aziendale
800351,Psicologia
800351,Filosofia della Scienza
800351,Biologia
800351,Scienze della Formazione
800351,Matematica
143522,Psicologia
143522,Lingue Straniere
143522,Geografia Economica
520597,Informatica
520597,Lingue Straniere
520597,Scienze Geografiche
520597,Matematica
520597,Intelligenza Artificiale
520597,Epidemiologia
520597,Informatica Teorica
520597,Psicopatologia
520597,Neuroscienze
520597,Odontoiatria
520597,Programmazione Logica
520597,Geologia
163630,Ingegneria Civile
163630,Scienze Politiche
163630,Economia Aziendale
163630,Ingegneria Meccanica
942255,Programmazione Logica
942255,Diritto Pubblico
291206,Psicopatologia
291206,Calcolo Numerico
291206,Scienze Naturali
291206,Scienze alimentari
291206,Chimica
291206,Geologia
291206,Genetica
354827,Psicologia del Lavoro
354827,Statistica Sociale
354827,Genetica
963469,Geologia
963469,Fisiologia
963469,Informatica
963469,Diritto Privato
963469,Economia Aziendale
963469,Economia
963469,Psicologia
963469,Odontoiatria
963469,Scienze Biologiche
963469,Scienze alimentari
963469,Ingegneria Civile
963469,Machine Learning
963469,Scienze della Comunicazione
963469,Intelligenza Artificiale
963469,Lettere e Filosofia
357766,Scienze Politiche
357766,Architettura
357766,Psicopatologia
357766,Economia dell'Ambiente
357766,Lettere e Filosofia
357766,Scienze Geografiche
357766,Informatica
357766,Neuroscienze
357766,Lingue Straniere
357766,Ingegneria Meccanica
357766,Sociologia
357766,Astrofisica
357766,Programmazione Logica
567974,Scienze Veterinarie
567974,Odontoiatria
567974,Geologia
567974,Medicina
567974,Scienze della Formazione
567974,Storia dell’Arte
567974,Epidemiologia
567974,Biochimica
567974,Fisiologia
567974,Scienze della Comunicazione
567974,Ingegneria Biomedica
567974,Scienza Politica
379987,Economia dell'Ambiente
379987,Fisica
379987,Statistica
379987,Storia dell’Arte
379987,Biochimica
379987,Programmazione Logica
677110,Economia Aziendale
677110,Scienze Geografiche
677110,Informatica
677110,Odontoiatria
677110,Psicopatologia
677110,Genetica
677110,Diritto Privato
677110,Lingue Straniere
677110,Informatica Teorica
677110,Programmazione Logica
677110,Statistica
677110,Intelligenza Artificiale
677110,Scienze alimentari
677110,Biochimica
677110,Scienze Naturali
677110,Chimica
475573,Scienze Ambientali
475573,Immunologia
475573,Psicopatologia
475573,Scienze Veterinarie
475573,Scienze Geografiche
475573,Informatica Teorica
354999,Scienze Naturali
354999,Diritto Internazionale
354999,Diritto Pubblico
354999,Geografia Economica
354999,Epidemiologia
354999,Scienze Geografiche
354999,Informatica Teorica
354999,Fisica
354999,Scienze della Comunicazione
354999,Scienze della Formazione
354999,Fisiologia
354999,Architettura
354999,Ingegneria Meccanica
354999,Economia dell'Ambiente
354999,Psicopatologia
354999,Ingegneria Biomedica
354999,Psicologia del Lavoro
354999,Sociologia del Lavoro
927600,Informatica Teorica
927600,Scienza Politica
927600,Geologia
927600,Calcolo Numerico
927600,Odontoiatria
927600,Psicologia
927600,Farmacologia
585821,Fisiologia
585821,Machine Learning
585821,Scienze Veterinarie
585821,Psicologia
585821,Scienze alimentari
585821,Ingegneria Meccanica
585821,Diritto Internazionale
585821,Fisica
585821,Economia dell'Ambiente
585821,Odontoiatria
585821,Scienze della Comunicazione
585821,Farmacologia
585821,Matematica
585821,Biologia
585821,Bioinformatica
648683,Scienze Politiche
648683,Farmacia
648683,Machine Learning
648683,Psicopatologia
648683,Intelligenza Artificiale
648683,Scienze alimentari
648683,Economia dell'Ambiente
648683,Fisiologia
648683,Informatica Teorica
648683,Scienze Veterinarie
648683,Storia dell’Arte
648683,Geologia
809018,Psicologia del Lavoro
809018,Farmacologia
809018,Scienze alimentari
809018,Programmazione Logica
809018,Geologia
809018,Psicologia
809018,Scienza Politica
809018,Matematica
809018,Chimica
809018,Statistica Sociale
285514,Lettere e Filosofia
285514,Psicologia del Lavoro
285514,Fisica
285514,Astrofisica
285514,Genetica
285514,Diritto Internazionale
285514,Biochimica
285514,Ingegneria Meccanica
285514,Scienze della Comunicazione
285514,Economia dell'Ambiente
285514,Scienze Naturali
285514,Ingegneria Biomedica
285514,Architettura
285514,Biologia
285514,Statistica
285514,Geografia Economica
285514,Scienze Biologiche
285514,Psicopatologia
359799,Economia
359799,Diritto Internazionale
359799,Ingegneria Informatica
359799,Economia Aziendale
359799,Psicopatologia
416965,Scienze Politiche
416965,Sociologia del Lavoro
416965,Lingue Straniere
416965,Fisica
623363,Geografia Economica
623363,Scienze della Formazione
623363,Filosofia della Scienza
623363,Geologia
623363,Scienza Politica
623363,Scienze della Comunicazione
623363,Diritto Pubblico
623363,Scienze Veterinarie
623363,Bioinformatica
623363,Farmacia
623363,Scienze Geografiche
623363,Scienze Ambientali
623363,Ingegneria Informatica
623363,Architettura
623363,Programmazione Logica
623363,Calcolo Numerico
589988,Scienze alimentari
589988,Farmacologia
589988,Marketing
589988,Farmacia
589988,Intelligenza Artificiale
589988,Lingue Straniere
589988,Architettura
589988,Scienze Naturali
589988,Economia Aziendale
589988,Matematica
589988,Fisiologia
589988,Scienze Politiche
589988,Scienze Biologiche
589988,Biochimica
589988,Genetica
589988,Informatica
589988,Geologia
589988,Bioinformatica
711071,Scienze della Formazione
711071,Psicologia
711071,Diritto Privato
711071,Intelligenza Artificiale
711071,Ingegneria Elettronica
711071,Economia dell'Ambiente
711071,Genetica
711071,Epidemiologia
711071,Scienze alimentari
711071,Ingegneria Biomedica
930178,Scienza Politica
930178,Odontoiatria
930178,Programmazione Logica
930178,Chimica
930178,Scienze Politiche
930178,Statistica
765091,Genetica
765091,Matematica
765091,Ingegneria Biomedica
765091,Psicologia
765091,Epidemiologia
765091,Fisica
765091,Ingegneria Civile
765091,Informatica
765091,Odontoiatria
765091,Marketing
765091,Statistica
765091,Scienze alimentari
979506,Scienze Biologiche
979506,Astrofisica
979506,Psicopatologia
979506,Statistica
979506,Geologia
979506,Farmacia
979506,Lingue Straniere
979506,Biochimica
979506,Scienze Geografiche
979506,Geografia Economica
979506,Diritto Internazionale
979506,Economia
979506,Diritto Pubblico
216576,Machine Learning
216576,Scienze della Comunicazione
216576,Neuroscienze
216576,Ingegneria Civile
216576,Scienze Veterinarie
216576,Biologia
216576,Psicopatologia
216576,Scienze Naturali
216576,Farmacia
216576,Scienza Politica
216576,Calcolo Numerico
216576,Scienze Ambientali
911227,Diritto Pubblico
911227,Ingegneria Civile
911227,Diritto Internazionale
911227,Psicologia
911227,Psicologia del Lavoro
911227,Neuroscienze
911227,Lettere e Filosofia
707316,Diritto Pubblico
707316,Odontoiatria
707316,Ingegneria Biomedica
707316,Diritto Privato
707316,Statistica
707316,Sociologia del Lavoro
707316,Storia dell’Arte
707316,Marketing
707316,Economia dell'Ambiente
707316,Informatica
707316,Ingegneria Elettronica
707316,Informatica Teorica
707316,Matematica
636998,Statistica Sociale
636998,Diritto Internazionale
636998,Fisiologia
636998,Genetica
636998,Sociologia
636998,Immunologia
636998,Neuroscienze
740061,Biologia
512334,Geografia Economica
512334,Programmazione Logica
512334,Ingegneria Biomedica
512334,Sociologia
512334,Geologia
512334,Fisica
512334,Sociologia del Lavoro
512334,Scienze Veterinarie
512334,Genetica
512334,Diritto Privato
512334,Machine Learning
370368,Scienze alimentari
370368,Fisiologia
370368,Matematica
370368,Psicopatologia
370368,Scienze Ambientali
370368,Informatica Teorica
587319,Scienza Politica
587319,Farmacia
587319,Matematica
587319,Diritto Internazionale
986035,Farmacologia
986035,Diritto Internazionale
986035,Scienze Veterinarie
986035,Ingegneria Informatica
986035,Diritto Privato
986035,Intelligenza Artificiale
986035,Medicina
986035,Scienza Politica
986035,Programmazione Logica
986035,Biochimica
986035,Neuroscienze
986035,Genetica
996448,Diritto Pubblico
996448,Calcolo Numerico
996448,Immunologia
996448,Diritto Internazionale
996448,Psicopatologia
996448,Ingegneria Civile
996448,Scienze della Comunicazione
996448,Economia Aziendale
996448,Architettura
996448,Scienze Biologiche
996448,Lettere e Filosofia
996448,Sociologia
996448,Economia dell'Ambiente
996448,Scienze Geografiche
996448,Farmacologia
996448,Filosofia della Scienza
908423,Diritto Pubblico
908423,Ingegneria Elettronica
908423,Biochimica
908423,Chimica
908423,Intelligenza Artificiale
908423,Storia dell’Arte
908423,Biologia
908423,Marketing
908423,Scienze Geografiche
908423,Psicologia del Lavoro
908423,Fisiologia
342285,Scienze della Formazione
342285,Scienze alimentari
342285,Scienze Ambientali
342285,Epidemiologia
342285,Marketing
342285,Geologia
342285,Biochimica
342285,Scienza Politica
342285,Scienze Naturali
342285,Economia Aziendale
342285,Architettura
545104,Scienze dei Materiali
545104,Scienza Politica
545104,Diritto Pubblico
545104,Epidemiologia
545104,Statistica Sociale
448726,Odontoiatria
448726,Scienze Politiche
448726,Epidemiologia
448726,Calcolo Numerico
830054,Economia Aziendale
830054,Scienze alimentari
830054,Informatica Teorica
830054,Epidemiologia
830054,Diritto Pubblico
830054,Filosofia della Scienza
830054,Ingegneria Biomedica
830054,Scienze della Comunicazione
992223,Sociologia
992223,Fisiologia
992223,Chimica
992223,Architettura
992223,Sociologia del Lavoro
992223,Programmazione Logica
992223,Filosofia della Scienza
992223,Odontoiatria
992223,Psicologia
992223,Neuroscienze
992223,Biologia
992223,Scienze Biologiche
992223,Scienze Politiche
531886,Lettere e Filosofia
531886,Astrofisica
531886,Geologia
531886,Scienze Biologiche
531886,Matematica
531886,Biologia
531886,Lingue Straniere
531886,Diritto Pubblico
531886,Ingegneria Informatica
531886,Chimica
531886,Statistica
421268,Scienze Naturali
421268,Matematica
421268,Scienze della Comunicazione
421268,Scienze Politiche
671120,Scienze Geografiche
671120,Ingegneria Informatica
671120,Sociologia
671120,Diritto Pubblico
671120,Odontoiatria
671120,Economia
671120,Neuroscienze
671120,Scienze Biologiche
671120,Storia dell’Arte
671120,Epidemiologia
671120,Immunologia
671120,Informatica
671120,Scienze Veterinarie
671120,Programmazione Logica
671120,Scienze Naturali
671120,Farmacologia
671120,Matematica
875373,Matematica
875373,Medicina
875373,Geologia
875373,Filosofia della Scienza
875373,Ingegneria Informatica
875373,Psicologia del Lavoro
875373,Sociologia del Lavoro
875373,Lettere e Filosofia
875373,Scienze Politiche
875373,Farmacia
875373,Biologia
875373,Diritto Privato
875373,Chimica
875373,Scienze alimentari
875373,Fisiologia
875373,Biochimica
325218,Scienze Geografiche
325218,Scienze della Comunicazione
325218,Intelligenza Artificiale
325218,Informatica Teorica
325218,Psicologia
325218,Scienza Politica
325218,Diritto Pubblico
325218,Bioinformatica
325218,Medicina
325218,Lingue Straniere
325218,Ingegneria Meccanica
325218,Ingegneria Informatica
325218,Farmacia
325218,Ingegneria Civile
325218,Sociologia
325218,Statistica
684427,Intelligenza Artificiale
684427,Ingegneria Meccanica
684427,Matematica
684427,Ingegneria Civile
684427,Economia
684427,Scienze Geografiche
684427,Statistica Sociale
684427,Odontoiatria
684427,Ingegneria Biomedica
684427,Fisiologia
684427,Marketing
684427,Scienze della Comunicazione
684427,Medicina
684427,Sociologia
684427,Architettura
684427,Scienze dei Materiali
590473,Psicopatologia
590473,Ingegneria Meccanica
590473,Geologia
677964,Medicina
677964,Economia Aziendale
677964,Ingegneria Elettronica
677964,Biochimica
677964,Scienze alimentari
677964,Diritto Privato
677964,Psicopatologia
677964,Scienze Veterinarie
677964,Scienze Geografiche
677964,Immunologia
677964,Genetica
677964,Scienza Politica
677964,Economia
677964,Scienze Biologiche
922655,Ingegneria Civile
922655,Statistica
922655,Calcolo Numerico
922655,Scienza Politica
922655,Architettura
922655,Scienze della Formazione
205405,Ingegneria Informatica
205405,Informatica Teorica
205405,Scienze Biologiche
205405,Fisica
205405,Scienze Politiche
205405,Scienze alimentari
205405,Marketing
205405,Diritto Privato
205405,Neuroscienze
205405,Scienza Politica
205405,Odontoiatria
205405,Scienze Geografiche
205405,Economia Aziendale
205405,Scienze della Comunicazione
205405,Architettura
636833,Economia
636833,Scienza Politica
636833,Scienze Veterinarie
636833,Biologia
636833,Psicologia del Lavoro
636833,Architettura
636833,Ingegneria Elettronica
636833,Bioinformatica
636833,Scienze della Formazione
957141,Calcolo Numerico
957141,Statistica
957141,Medicina
957141,Statistica Sociale
174871,Farmacologia
174871,Scienze Biologiche
174871,Informatica Teorica
174871,Psicologia del Lavoro
174871,Astrofisica
174871,Scienze Politiche
174871,Architettura
234927,Ingegneria Biomedica
234927,Scienze della Comunicazione
234927,Economia
234927,Scienze dei Materiali
234927,Fisica
234927,Diritto Internazionale
234927,Economia Aziendale
319225,Biochimica
319225,Ingegneria Elettronica
319225,Ingegneria Informatica
319225,Filosofia della Scienza
319225,Statistica Sociale
699019,Lettere e Filosofia
699019,Fisica
699019,Diritto Privato
699019,Ingegneria Elettronica
699019,Geografia Economica
699019,Genetica
699019,Sociologia del Lavoro
699019,Economia Aziendale
699019,Scienze Ambientali
699019,Ingegneria Biomedica
576300,Ingegneria Biomedica
576300,Psicologia del Lavoro
576300,Scienze Ambientali
576300,Filosofia della Scienza
576300,Odontoiatria
576300,Machine Learning
576300,Fisica
